instrument_idx,threshold,f_measure
1.0,0.01,0.2685539403213466
4.0,0.01,0.06590450571620714
2.0,0.04,0.0425531914893617
3.0,0.04,0.1285140562248996
5.0,0.060000000000000005,0.31789848619768474
