instrument_idx,threshold,f_measure
4.0,0.01,0.012578616352201257
7.0,0.03,0.1935483870967742
2.0,0.04,0.18604651162790697
6.0,0.11,0.2
6.0,0.12,0.2
5.0,0.15000000000000002,0.43016069221260816
1.0,0.26,0.4858757062146893
