instrument_idx,threshold,f_measure
3.0,0.02,0.7692307692307692
2.0,0.13,1.0
1.0,0.14,1.0
2.0,0.14,1.0
1.0,0.15000000000000002,1.0
2.0,0.15000000000000002,1.0
1.0,0.16,1.0
2.0,0.16,1.0
1.0,0.17,1.0
2.0,0.17,1.0
1.0,0.18000000000000002,1.0
2.0,0.18000000000000002,1.0
1.0,0.19,1.0
1.0,0.2,1.0
1.0,0.21000000000000002,1.0
1.0,0.22,1.0
1.0,0.23,1.0
1.0,0.24000000000000002,1.0
1.0,0.25,1.0
1.0,0.26,1.0
1.0,0.27,1.0
1.0,0.28,1.0
1.0,0.29000000000000004,1.0
