instrument_idx,threshold,f_measure
3.0,0.06999999999999999,0.7346938775510204
1.0,0.23,0.9655172413793104
1.0,0.24000000000000002,0.9655172413793104
1.0,0.25,0.9655172413793104
1.0,0.26,0.9655172413793104
