instrument_idx,threshold,f_measure
7.0,0.01,0.01941747572815534
4.0,0.060000000000000005,0.3280423280423281
1.0,0.06999999999999999,0.17760617760617758
5.0,0.23,0.23255813953488375
3.0,0.27,0.015037593984962407
