instrument_idx,threshold,f_measure
4.0,0.01,0.0625
7.0,0.01,0.0038387715930902114
2.0,0.060000000000000005,0.12571428571428572
3.0,0.11,0.39593908629441626
1.0,0.25,0.1981981981981982
5.0,0.27,0.15434083601286175
