instrument_idx,threshold,f_measure
2.0,0.04,0.13333333333333333
7.0,0.04,0.4102564102564102
4.0,0.05,0.1090909090909091
5.0,0.2,0.5149359886201992
1.0,0.27,0.4146341463414634
