instrument_idx,threshold,f_measure
2.0,0.01,0.052631578947368425
3.0,0.05,0.8421052631578948
1.0,0.26,1.0
1.0,0.27,1.0
1.0,0.28,1.0
1.0,0.29000000000000004,1.0
