instrument_idx,threshold,f_measure
7.0,0.01,0.005763688760806916
4.0,0.08,0.40692640692640686
3.0,0.09999999999999999,0.4042105263157894
2.0,0.11,0.25
5.0,0.14,0.21887550200803213
1.0,0.24000000000000002,0.17373737373737372
