instrument_idx,threshold,f_measure
7.0,0.01,0.10126582278481013
3.0,0.060000000000000005,0.07407407407407407
2.0,0.09999999999999999,0.4
5.0,0.16,0.5449101796407186
6.0,0.18000000000000002,0.6666666666666666
6.0,0.19,0.6666666666666666
1.0,0.2,0.4411764705882353
6.0,0.2,0.6666666666666666
6.0,0.21000000000000002,0.6666666666666666
6.0,0.22,0.6666666666666666
6.0,0.23,0.6666666666666666
6.0,0.24000000000000002,0.6666666666666666
