instrument_idx,threshold,f_measure
7.0,0.05,0.19277108433734938
6.0,0.08,0.24615384615384617
2.0,0.09,0.0909090909090909
5.0,0.17,0.45679012345679015
1.0,0.28,0.46715328467153283
