instrument_idx,threshold,f_measure
7.0,0.05,0.056338028169014086
6.0,0.06999999999999999,0.05
4.0,0.08,0.1700404858299595
5.0,0.09999999999999999,0.2844950213371266
3.0,0.11,0.02962962962962963
1.0,0.16,0.3647798742138365
2.0,0.18000000000000002,0.11764705882352941
