instrument_idx,threshold,f_measure
2.0,0.01,0.010989010989010988
7.0,0.03,0.034482758620689655
4.0,0.13,0.03587443946188341
3.0,0.14,0.30588235294117644
1.0,0.16,0.2492063492063492
5.0,0.17,0.2961082910321489
