instrument_idx,threshold,f_measure
3.0,0.01,0.2557077625570776
7.0,0.01,0.1694915254237288
2.0,0.04,0.06666666666666667
1.0,0.29000000000000004,0.3209876543209877
5.0,0.29000000000000004,0.21463414634146344
