instrument_idx,threshold,f_measure
2.0,0.01,0.3636363636363636
7.0,0.03,0.25
7.0,0.04,0.25
4.0,0.11,0.45454545454545453
1.0,0.21000000000000002,0.6140350877192983
1.0,0.22,0.6140350877192983
3.0,0.23,0.8
3.0,0.24000000000000002,0.8
3.0,0.25,0.8
5.0,0.25,0.6018518518518517
3.0,0.26,0.8
5.0,0.26,0.6018518518518517
3.0,0.27,0.8
3.0,0.28,0.8
