instrument_idx,threshold,f_measure
7.0,0.01,0.03125
2.0,0.03,0.07407407407407407
3.0,0.13,0.45255474452554745
4.0,0.2,0.4022346368715084
5.0,0.25,0.23505154639175255
1.0,0.27,0.18867924528301888
1.0,0.28,0.18867924528301888
