instrument_idx,threshold,f_measure
7.0,0.01,0.01834862385321101
6.0,0.02,0.03571428571428571
2.0,0.03,0.12244897959183675
3.0,0.06999999999999999,0.13145539906103287
4.0,0.09999999999999999,0.104
5.0,0.12,0.28929068150208626
1.0,0.19,0.26618705035971224
