instrument_idx,threshold,f_measure
7.0,0.01,0.10309278350515465
6.0,0.02,0.10526315789473684
2.0,0.06999999999999999,0.4
4.0,0.14,0.18556701030927836
1.0,0.16,0.456043956043956
5.0,0.16,0.33132530120481923
3.0,0.29000000000000004,0.08
