instrument_idx,threshold,f_measure
2.0,0.03,0.4444444444444445
4.0,0.16,0.15384615384615385
4.0,0.17,0.15384615384615385
1.0,0.23,0.5609756097560975
1.0,0.24000000000000002,0.5609756097560975
1.0,0.25,0.5609756097560975
5.0,0.28,0.4000000000000001
5.0,0.29000000000000004,0.4000000000000001
