instrument_idx,threshold,f_measure
6.0,0.02,0.4
4.0,0.09,0.24137931034482762
2.0,0.09999999999999999,0.4
2.0,0.11,0.4
2.0,0.12,0.4
2.0,0.13,0.4
1.0,0.29000000000000004,0.45
5.0,0.29000000000000004,0.4104803493449781
